Year,Region,Forest,CCF_Attainment,CCF_Offer,MBF_Attainment,MBF_Offer
2015,"09 R9, Eastern Region",Region Total,739777.22,736608.46,453468.93,451315.51
2015,"10 R10, Alaska Region",04 Chugach National Forest,1300.0,1300.0,650.0,650.0
2015,"10 R10, Alaska Region",05 Tongass National Forest,47993.55,89110.5,22624.98,43084.93
2015,"10 R10, Alaska Region",Region Total,49293.55,90410.5,23274.98,43734.93
2016,"01 R1, Northern Region",02 Beaverhead/Deerlodge National Forest,62307.59,62307.59,28827.31,28827.31
2016,"01 R1, Northern Region",03 Bitterroot National Forest,9217.29,9217.29,3860.39,3860.39
2016,"01 R1, Northern Region",04 Idaho Panhandle National Forest,123293.13,136131.55,63846.48,70627.02
2016,"01 R1, Northern Region",10 Flathead National Forest,68167.25,68239.65,33013.48,33049.68
2016,"01 R1, Northern Region",11 Custer Gallatin National Forest,15493.89,27668.39,6592.21,12741.97
2016,"01 R1, Northern Region",12 Helena National Forest,19573.26,31708.34,8502.01,14353.95
2016,"01 R1, Northern Region",14 Kootenai National Forest,63765.93,63700.93,31337.22,31296.25
2016,"01 R1, Northern Region",15 Lewis And Clark National Forest,18625.85,24476.36,8433.59,11199.69
2016,"01 R1, Northern Region",16 Lolo National Forest,34432.19,78048.91,14346.73,35430.01
2016,"01 R1, Northern Region",17 Nez Perce-Clearwater National Forest,107772.46,108347.48,60314.2,60647.15
2016,"01 R1, Northern Region",Region Total,522648.84,609846.49,259073.62,302033.42
2016,"02 R2, Rocky Mountain Region",02 Bighorn National Forest,9950.42,9950.42,4848.34,4848.34
2016,"02 R2, Rocky Mountain Region",03 Black Hills National Forest,214362.75,216322.05,104798.21,105725.79
2016,"02 R2, Rocky Mountain Region",04 GrandMesa/Uncompahgre/Gunnison National Forest,70996.3,86386.42,34728.0,41832.24
2016,"02 R2, Rocky Mountain Region",06 Medicine Bow-Routt National Forest,110322.65,126928.61,56574.98,64938.26
2016,"02 R2, Rocky Mountain Region",07 Nebraska National Forest,1585.8,1585.8,642.0,642.0
2016,"02 R2, Rocky Mountain Region",09 Rio Grande National Forest,44142.38,38847.51,22196.12,19502.54
2016,"02 R2, Rocky Mountain Region",10 Arapaho/Roosevelt National Forest,24979.35,26320.99,12478.29,13575.21
2016,"02 R2, Rocky Mountain Region",12 Pike-San Isabel National Forest,23614.66,23614.66,11411.64,11411.64
2016,"02 R2, Rocky Mountain Region",13 San Juan National Forest,29381.08,30428.02,14714.39,15223.92
2016,"02 R2, Rocky Mountain Region",14 Shoshone National Forest,18706.45,18638.83,8591.79,8561.36
2016,"02 R2, Rocky Mountain Region",15 White River National Forest,42846.11,42823.38,21642.51,21634.16
2016,"02 R2, Rocky Mountain Region",Region Total,590887.95,621846.69,292626.27,307895.46
2016,"03 R3, Southwestern Region",01 Apache/Sitgreaves National Forest,103166.49,95722.49,52345.56,47618.62
2016,"03 R3, Southwestern Region",02 Carson National Forest,23226.27,23226.27,13764.15,13764.15
2016,"03 R3, Southwestern Region",03 Cibola National Forest,15788.25,15978.25,9140.96,9245.46
2016,"03 R3, Southwestern Region",04 Coconino National Forest,81485.66,100042.82,42245.35,51166.74
2016,"03 R3, Southwestern Region",05 Coronado National Forest,2973.98,2973.98,1350.41,1350.41
2016,"03 R3, Southwestern Region",06 Gila National Forest,17986.95,17986.95,9725.05,9725.05
2016,"03 R3, Southwestern Region",07 Kaibab National Forest,23499.82,36365.19,12785.99,18848.88
2016,"03 R3, Southwestern Region",08 Lincoln National Forest,9568.49,8293.47,5028.9,4642.0
2016,"03 R3, Southwestern Region",09 Prescott National Forest,9989.29,9989.29,5492.39,5492.39
2016,"03 R3, Southwestern Region",10 Santa Fe National Forest,41402.51,41402.51,22923.13,22923.13
2016,"03 R3, Southwestern Region",12 Tonto National Forest,8950.39,8950.39,5130.63,5130.63
2016,"03 R3, Southwestern Region",Region Total,338038.1,360931.61,179932.51,189907.45
2016,"04 R4, Intermountain Region",01 Ashley National Forest,6803.23,9720.05,3576.26,4387.51
2016,"04 R4, Intermountain Region",02 Boise National Forest,14009.54,20745.9,7824.9,11206.41
2016,"04 R4, Intermountain Region",03 Bridger-Teton National Forest,18711.92,18711.92,10813.38,10813.38
2016,"04 R4, Intermountain Region",07 Dixie National Forest,23396.17,21343.87,12815.29,11111.88
2016,"04 R4, Intermountain Region",08 Fishlake National Forest,7651.46,8116.79,4184.33,4363.55
2016,"04 R4, Intermountain Region",10 Manti-Lasal National Forest,54821.54,54821.54,29636.96,29636.96
2016,"04 R4, Intermountain Region",12 Payette National Forest,52401.2,37660.08,27411.43,20232.48
2016,"04 R4, Intermountain Region",13 Salmon-Challis National Forest,16981.74,16981.74,9345.91,9345.91
2016,"04 R4, Intermountain Region",14 Sawtooth National Forest,8861.23,8223.23,4815.01,4494.92
2016,"04 R4, Intermountain Region",15 Caribou/Targhee National Forest,13693.98,13737.58,7901.05,7921.83
2016,"04 R4, Intermountain Region",17 Humboldt & Toiy National Forest,3852.75,3852.75,2263.48,2263.48
2016,"04 R4, Intermountain Region",19 Uinta-Wasatch-Cache National Forest,117060.79,110636.02,41045.7,38775.72
2016,"04 R4, Intermountain Region",Region Total,338245.55,324551.47,161633.69,154554.02
2016,"05 R5, Pacific S-West Region",01 Angeles National Forest,234.1,234.1,117.05,117.05
2016,"05 R5, Pacific S-West Region",02 Cleveland National Forest,152.0,152.0,76.0,76.0
2016,"05 R5, Pacific S-West Region",03 Eldorado National Forest,144193.12,113072.53,90603.4,69736.06
2016,"05 R5, Pacific S-West Region",04 Inyo National Forest,4215.69,4215.69,2107.85,2107.85
2016,"05 R5, Pacific S-West Region",05 Klamath National Forest,118011.63,153522.63,74648.16,97503.64
2016,"05 R5, Pacific S-West Region",06 Lassen National Forest,69481.37,91567.57,25493.98,39688.38
2016,"05 R5, Pacific S-West Region",07 Los Padres National Forest,701.0,701.0,350.5,350.5
2016,"05 R5, Pacific S-West Region",08 Mendocino National Forest,1299.0,1299.0,649.5,649.5
2016,"05 R5, Pacific S-West Region",09 Modoc National Forest,4096.96,29974.13,2052.62,15803.96
2016,"05 R5, Pacific S-West Region",10 Six Rivers National Forest,25320.01,25990.22,13258.2,13619.85
2016,"05 R5, Pacific S-West Region",11 Plumas National Forest,49746.18,49746.18,26138.09,26138.09
2016,"05 R5, Pacific S-West Region",12 San Bernardino National Forest,7015.0,5488.0,3541.73,2776.34
2016,"05 R5, Pacific S-West Region",13 Sequoia National Forest,2220.75,2220.75,1110.5,1110.5
2016,"05 R5, Pacific S-West Region",14 Shasta-Trinity National Forest,69142.46,69173.49,34906.19,34922.47
2016,"05 R5, Pacific S-West Region",15 Sierra National Forest,34438.07,37142.2,20129.67,22132.51
2016,"05 R5, Pacific S-West Region",16 Stanislaus National Forest,77833.24,80609.07,45187.35,46738.49
2016,"05 R5, Pacific S-West Region",17 Tahoe National Forest,28514.19,49325.38,15701.4,26540.04
2016,"05 R5, Pacific S-West Region",19 Lake Tahoe Basin National Forest,14967.04,6059.04,7483.54,3029.54
2016,"05 R5, Pacific S-West Region",Region Total,651581.81,720492.98,363555.72,403040.76
2016,"06 R6, Pacific N-West Region",01 Deschutes National Forest,92160.78,96066.1,46148.22,48115.34
2016,"06 R6, Pacific N-West Region",02 Fremont-Winema National Forest,119688.73,145456.54,57915.79,70874.39
2016,"06 R6, Pacific N-West Region",03 Gifford Pinchot National Forest,61686.25,71892.12,32727.61,38903.8
2016,"06 R6, Pacific N-West Region",04 Malheur National Forest,116425.11,116408.11,60305.22,60296.38
2016,"06 R6, Pacific N-West Region",05 Mt. Baker/Snoqualmie National Forest,3189.69,12518.75,1683.8,6946.2
2016,"06 R6, Pacific N-West Region",06 Mt. Hood National Forest,72885.45,57852.41,38087.57,30263.17
2016,"06 R6, Pacific N-West Region",07 Ochoco National Forest,16698.65,25974.42,8412.42,13082.82
2016,"06 R6, Pacific N-West Region",09 Olympic National Forest,50464.47,48477.22,27567.94,26449.87
2016,"06 R6, Pacific N-West Region",10 Rogue River-Siskiyou National Forest,49934.75,53663.83,26840.92,28742.54
2016,"06 R6, Pacific N-West Region",12 Siuslaw National Forest,58080.58,57757.84,31682.15,31513.98
2016,"06 R6, Pacific N-West Region",14 Umatilla National Forest,57320.72,62165.54,31755.68,34431.2
2016,"06 R6, Pacific N-West Region",15 Umpqua National Forest,56870.05,51753.55,31274.63,28547.63
2016,"06 R6, Pacific N-West Region",16 Wallowa-Whitman National Forest,41418.43,49368.1,22588.73,26585.2
2016,"06 R6, Pacific N-West Region",17 Okanogan-Wenatchee National Forest,77147.01,77147.01,39854.75,39854.75
2016,"06 R6, Pacific N-West Region",18 Willamette National Forest,147619.27,134729.38,82767.51,76102.16
2016,"06 R6, Pacific N-West Region",21 Colville National Forest,102718.06,106866.19,54907.24,57179.38
2016,"06 R6, Pacific N-West Region",22 Columbia River Gorge National Scenic Area National Forest,164.65,164.65,88.1,88.1
2016,"06 R6, Pacific N-West Region",Region Total,1124472.65,1168261.76,594608.28,617976.91
2016,"08 R8, Southern Region",01 NFS In Alabama National Forest,88799.53,88799.53,44399.79,44399.79
2016,"08 R8, Southern Region",02 Daniel Boone National Forest,1211.94,2630.94,624.57,1334.07
2016,"08 R8, Southern Region",03 Chattahoochee/Oconee National Forest,11461.54,15847.63,5730.91,7923.97
2016,"08 R8, Southern Region",04 Cherokee National Forest,9536.61,13862.77,5089.28,7344.43
2016,"08 R8, Southern Region",05 NFS In Florida National Forest,123317.93,127574.49,61815.45,64155.56
2016,"08 R8, Southern Region",06 Kisatchie National Forest,147459.13,152630.13,74105.78,76691.28
2016,"08 R8, Southern Region",07 NFS In Mississippi National Forest,148428.84,180740.84,96646.72,112802.72
2016,"08 R8, Southern Region",08 George Washington & Jefferson National Forest,36859.38,47045.97,18492.1,23585.38
2016,"08 R8, Southern Region",09 Ouachita National Forest,175714.6,214444.46,87856.62,107221.55
2016,"08 R8, Southern Region",10 Ozark St. Francis National Forest,94720.69,124142.69,48195.23,62906.23
2016,"08 R8, Southern Region",11 NFS in N. Carolina National Forest,35116.89,33284.13,18952.57,17917.6
2016,"08 R8, Southern Region",12 Francis Marion National Forest,122317.8,121159.64,61079.47,60440.24
2016,"08 R8, Southern Region",13 NFS In Texas National Forest,91467.82,98313.82,45736.36,49159.36
2016,"08 R8, Southern Region",60 Land Between The Lakes National Forest,14.0,14.0,7.0,7.0
2016,"08 R8, Southern Region",Region Total,1086426.7,1220491.04,568731.84,635889.17
2016,"09 R9, Eastern Region",03 Chippewa National Forest,79998.11,79998.11,48670.97,48670.97
2016,"09 R9, Eastern Region",04 Huron Manistee National Forest,81692.44,87952.24,49992.42,53830.38
2016,"09 R9, Eastern Region",05 Mark Twain National Forest,102702.45,101264.24,62605.4,61703.32
2016,"09 R9, Eastern Region",07 Ottawa National Forest,110062.41,110062.41,67158.0,67158.0
2016,"09 R9, Eastern Region",08 Shawnee National Forest,3116.72,3120.85,1880.73,1883.23
2016,"09 R9, Eastern Region",09 Superior National Forest,77764.46,82695.16,47039.54,50098.2
2016,"09 R9, Eastern Region",10 Hiawatha National Forest,76442.63,75004.45,45145.65,44432.49
2016,"09 R9, Eastern Region",12 Hoosier National Forest,10457.76,10457.76,6390.44,6390.44
2016,"09 R9, Eastern Region",13 Chequamegon/Nicolet National Forest,185793.69,185543.37,114832.02,114681.23
2016,"09 R9, Eastern Region",14 Wayne National Forest,664.85,664.85,415.33,415.33
2016,"09 R9, Eastern Region",19 Allegheny National Forest,60316.18,62939.01,37424.16,39056.21
2016,"09 R9, Eastern Region",20 Green Mountain National Forest,10078.67,11978.01,6236.2,7425.53
2016,"09 R9, Eastern Region",21 Monongahela National Forest,12122.6,12122.6,7384.06,7384.06
2016,"09 R9, Eastern Region",22 White Mountain National Forest,20674.18,20674.18,12770.79,12770.79
2016,"09 R9, Eastern Region",Region Total,831887.15,844477.24,507945.7,515900.17
2016,"10 R10, Alaska Region",04 Chugach National Forest,1431.44,1431.44,559.18,559.18
2016,"10 R10, Alaska Region",05 Tongass National Forest,29940.11,89188.28,13534.7,43737.16
2016,"10 R10, Alaska Region",Region Total,31371.55,90619.72,14093.88,44296.34
2017,"01 R1, Northern Region",02 Beaverhead/Deerlodge National Forest,54230.76,54230.76,24608.93,24608.93
2017,"01 R1, Northern Region",03 Bitterroot National Forest,17381.35,17381.35,7532.25,7532.25
2017,"01 R1, Northern Region",04 Idaho Panhandle National Forest,82038.92,108366.81,43065.98,56671.69
2017,"01 R1, Northern Region",10 Flathead National Forest,58049.8,57977.4,28877.03,28840.83
2017,"01 R1, Northern Region",11 Custer Gallatin National Forest,26559.51,34879.8,12281.41,16307.28
2017,"01 R1, Northern Region",14 Kootenai National Forest,135186.56,135799.38,68938.64,69309.96
2017,"01 R1, Northern Region",15 Helena - Lewis & Clark National Forest,98314.01,98314.01,47421.1,47421.1
2017,"01 R1, Northern Region",16 Lolo National Forest,115546.63,117523.39,55928.86,56876.82
2017,"01 R1, Northern Region",17 Nez Perce-Clearwater National Forest,93896.04,93967.33,51928.17,51962.49
2017,"01 R1, Northern Region",Region Total,681203.58,718440.23,340582.37,359531.35
2017,"02 R2, Rocky Mountain Region",02 Bighorn National Forest,7784.7,10546.23,3690.78,5086.06
2017,"02 R2, Rocky Mountain Region",03 Black Hills National Forest,199785.91,198009.61,97249.4,96361.63
2017,"02 R2, Rocky Mountain Region",04 GrandMesa/Uncompahgre/Gunnison National Forest,69951.8,70568.98,32437.24,32737.68
2017,"02 R2, Rocky Mountain Region",06 Medicine Bow-Routt National Forest,106329.99,98911.04,53422.84,49569.05
2017,"02 R2, Rocky Mountain Region",07 Nebraska National Forest,2403.2,2403.2,1185.4,1185.4
2017,"02 R2, Rocky Mountain Region",09 Rio Grande National Forest,44144.73,44144.73,21249.6,21249.6
2017,"02 R2, Rocky Mountain Region",10 Arapaho/Roosevelt National Forest,23754.38,10582.74,12523.81,5511.89
2017,"02 R2, Rocky Mountain Region",12 Pike-San Isabel National Forest,16542.43,16542.43,8023.62,8023.62
2017,"02 R2, Rocky Mountain Region",13 San Juan National Forest,37199.77,36152.83,19315.05,18805.52
2017,"02 R2, Rocky Mountain Region",14 Shoshone National Forest,11204.0,20427.3,5268.71,9342.79
2017,"02 R2, Rocky Mountain Region",15 White River National Forest,34968.26,34968.26,17303.28,17303.28
2017,"02 R2, Rocky Mountain Region",Region Total,554069.17,543257.35,271669.73,265176.52
2017,"03 R3, Southwestern Region",01 Apache/Sitgreaves National Forest,96987.06,105948.8,49209.36,53707.95
2017,"03 R3, Southwestern Region",02 Carson National Forest,19401.12,19401.12,11667.16,11667.16
2017,"03 R3, Southwestern Region",03 Cibola National Forest,13218.91,13218.91,7573.18,7573.18
2017,"03 R3, Southwestern Region",04 Coconino National Forest,73993.85,54930.69,38105.92,28935.96
2017,"03 R3, Southwestern Region",05 Coronado National Forest,814.96,814.96,515.0,515.0
2017,"03 R3, Southwestern Region",06 Gila National Forest,17315.51,17315.51,9197.49,9197.49
2017,"03 R3, Southwestern Region",07 Kaibab National Forest,99075.28,109251.44,48317.79,53125.86
2017,"03 R3, Southwestern Region",08 Lincoln National Forest,5715.75,7600.05,3321.13,4246.49
2017,"03 R3, Southwestern Region",09 Prescott National Forest,11284.42,11284.42,6084.03,6084.03
2017,"03 R3, Southwestern Region",10 Santa Fe National Forest,48433.03,48433.03,26427.69,26427.69
2017,"03 R3, Southwestern Region",12 Tonto National Forest,13380.01,13380.01,7295.29,7295.29
2017,"03 R3, Southwestern Region",Region Total,399619.9,401578.94,207714.05,208776.11
2017,"04 R4, Intermountain Region",01 Ashley National Forest,5365.54,9736.73,2990.8,4348.39
2017,"04 R4, Intermountain Region",02 Boise National Forest,119731.86,151678.53,66621.19,84332.89
2017,"04 R4, Intermountain Region",03 Bridger-Teton National Forest,21361.52,21361.52,11851.52,11851.52
2017,"04 R4, Intermountain Region",07 Dixie National Forest,14274.1,18092.74,7871.52,9774.99
2017,"04 R4, Intermountain Region",08 Fishlake National Forest,8092.15,8878.71,4368.95,4811.86
2017,"04 R4, Intermountain Region",10 Manti-Lasal National Forest,18677.24,18677.24,10095.77,10095.77
2017,"04 R4, Intermountain Region",12 Payette National Forest,47377.54,47377.54,24623.44,24623.44
2017,"04 R4, Intermountain Region",13 Salmon-Challis National Forest,15126.75,22183.41,7980.72,11204.18
2017,"04 R4, Intermountain Region",14 Sawtooth National Forest,7524.71,9009.99,4299.63,5143.3
2017,"04 R4, Intermountain Region",15 Caribou/Targhee National Forest,11067.78,11046.78,6408.47,6400.57
2017,"04 R4, Intermountain Region",17 Humboldt & Toiy National Forest,3364.75,3364.75,1974.76,1974.76
2017,"04 R4, Intermountain Region",19 Uinta-Wasatch-Cache National Forest,7462.42,12752.72,4370.32,7215.09
2017,"04 R4, Intermountain Region",Region Total,279426.36,334160.66,153457.09,181776.76
2017,"05 R5, Pacific S-West Region",01 Angeles National Forest,210.0,210.0,105.0,105.0
2017,"05 R5, Pacific S-West Region",02 Cleveland National Forest,140.0,140.0,70.0,70.0
2017,"05 R5, Pacific S-West Region",03 Eldorado National Forest,73498.88,79062.66,43267.93,45320.55
2017,"05 R5, Pacific S-West Region",04 Inyo National Forest,3729.82,3729.82,1864.92,1864.92
2017,"05 R5, Pacific S-West Region",05 Klamath National Forest,53480.33,53480.33,23504.02,23504.02
2017,"05 R5, Pacific S-West Region",06 Lassen National Forest,81507.35,27014.1,33815.3,12856.54
2017,"05 R5, Pacific S-West Region",07 Los Padres National Forest,602.0,602.0,301.0,301.0
2017,"05 R5, Pacific S-West Region",08 Mendocino National Forest,1498.24,1498.24,757.61,757.61
2017,"05 R5, Pacific S-West Region",09 Modoc National Forest,34691.68,35073.41,16914.97,17532.93
2017,"05 R5, Pacific S-West Region",10 Six Rivers National Forest,10775.54,10775.54,5618.23,5618.23
2017,"05 R5, Pacific S-West Region",11 Plumas National Forest,51092.57,49951.29,26482.2,25911.54
2017,"05 R5, Pacific S-West Region",12 San Bernardino National Forest,3143.0,3143.0,1593.46,1593.46
2017,"05 R5, Pacific S-West Region",13 Sequoia National Forest,10780.84,10780.84,6454.43,6454.43
2017,"05 R5, Pacific S-West Region",14 Shasta-Trinity National Forest,13876.56,29699.6,6947.4,13866.75
2017,"05 R5, Pacific S-West Region",15 Sierra National Forest,58854.95,56751.95,38051.24,36497.96
2017,"05 R5, Pacific S-West Region",16 Stanislaus National Forest,37832.11,37832.11,21946.42,21946.42
2017,"05 R5, Pacific S-West Region",17 Tahoe National Forest,46964.42,47101.42,24192.44,24260.94
2017,"05 R5, Pacific S-West Region",19 Lake Tahoe Basin National Forest,7590.42,7590.42,3795.21,3795.21
2017,"05 R5, Pacific S-West Region",Region Total,490268.71,454436.73,255681.77,242257.5
2017,"06 R6, Pacific N-West Region",01 Deschutes National Forest,101001.95,97096.63,49166.22,47199.1
2017,"06 R6, Pacific N-West Region",02 Fremont-Winema National Forest,140962.95,120755.3,70050.04,59852.24
2017,"06 R6, Pacific N-West Region",03 Gifford Pinchot National Forest,38076.37,50738.9,20629.38,26466.57
2017,"06 R6, Pacific N-West Region",04 Malheur National Forest,93679.12,150726.03,45674.42,73952.8
2017,"06 R6, Pacific N-West Region",05 Mt. Baker/Snoqualmie National Forest,5921.26,15792.52,3178.98,8694.34
2017,"06 R6, Pacific N-West Region",06 Mt. Hood National Forest,55797.81,54254.52,29504.97,28649.82
2017,"06 R6, Pacific N-West Region",07 Ochoco National Forest,24916.63,24916.63,12751.51,12751.51
2017,"06 R6, Pacific N-West Region",09 Olympic National Forest,56855.12,51914.7,31191.38,28481.31
2017,"06 R6, Pacific N-West Region",10 Rogue River-Siskiyou National Forest,59982.81,54939.91,32668.29,30126.65
2017,"06 R6, Pacific N-West Region",12 Siuslaw National Forest,76682.99,76682.99,40987.6,40987.6
2017,"06 R6, Pacific N-West Region",14 Umatilla National Forest,58856.35,54953.53,29360.41,27174.73
2017,"06 R6, Pacific N-West Region",15 Umpqua National Forest,22615.89,48564.45,12031.92,27200.9
2017,"06 R6, Pacific N-West Region",16 Wallowa-Whitman National Forest,35540.34,44390.96,18430.58,22882.84
2017,"06 R6, Pacific N-West Region",17 Okanogan-Wenatchee National Forest,66924.24,67206.24,36623.65,36770.29
2017,"06 R6, Pacific N-West Region",18 Willamette National Forest,145626.36,145626.36,79076.38,79076.38
2017,"06 R6, Pacific N-West Region",21 Colville National Forest,132666.41,132666.41,69658.48,69658.48
2017,"06 R6, Pacific N-West Region",22 Columbia River Gorge National Scenic Area National Forest,10.72,10.72,5.57,5.57
2017,"06 R6, Pacific N-West Region",Region Total,1116117.31,1191236.79,580989.8,619931.15
2017,"08 R8, Southern Region",01 NFS In Alabama National Forest,63335.8,72473.8,30703.5,35231.66
2017,"08 R8, Southern Region",02 Daniel Boone National Forest,7933.76,7933.76,4010.53,4010.53
2017,"08 R8, Southern Region",03 Chattahoochee/Oconee National Forest,41771.02,49495.02,20885.85,24747.85
2017,"08 R8, Southern Region",04 Cherokee National Forest,6728.7,7786.87,3704.02,4141.09
2017,"08 R8, Southern Region",05 NFS In Florida National Forest,74754.19,88625.83,39087.55,46719.72
2017,"08 R8, Southern Region",06 Kisatchie National Forest,146726.12,159050.12,75379.16,82040.66
2017,"08 R8, Southern Region",07 NFS In Mississippi National Forest,129584.53,182059.75,65365.0,91602.75
2017,"08 R8, Southern Region",08 George Washington & Jefferson National Forest,42133.56,50882.85,21044.09,25418.75
2017,"08 R8, Southern Region",09 Ouachita National Forest,214866.56,175353.56,107436.35,87679.85
2017,"08 R8, Southern Region",10 Ozark St. Francis National Forest,136251.67,110836.67,68716.59,56009.09
2017,"08 R8, Southern Region",11 NFS in N. Carolina National Forest,32202.72,27424.2,16771.14,14381.85
2017,"08 R8, Southern Region",12 Francis Marion National Forest,118513.63,100898.88,59241.92,50810.18
2017,"08 R8, Southern Region",13 NFS In Texas National Forest,95708.71,95708.71,47858.42,47858.42
2017,"08 R8, Southern Region",60 Land Between The Lakes National Forest,19.0,19.0,9.5,9.5
2017,"08 R8, Southern Region",Region Total,1110529.98,1128549.03,560213.62,570661.9
2017,"09 R9, Eastern Region",03 Chippewa National Forest,74815.42,74815.42,45871.7,45871.7
2017,"09 R9, Eastern Region",04 Huron Manistee National Forest,93097.66,93097.66,57330.94,57330.94
2017,"09 R9, Eastern Region",05 Mark Twain National Forest,103458.18,103458.18,63069.74,63069.74
2017,"09 R9, Eastern Region",07 Ottawa National Forest,118072.63,118072.63,71354.08,71354.08
2017,"09 R9, Eastern Region",08 Shawnee National Forest,3224.69,3224.69,1970.98,1970.98
2017,"09 R9, Eastern Region",09 Superior National Forest,86917.25,94707.54,53591.43,58396.59
2017,"09 R9, Eastern Region",10 Hiawatha National Forest,57755.54,69630.41,34657.78,42047.43
2017,"09 R9, Eastern Region",12 Hoosier National Forest,9560.83,9560.83,5920.71,5920.71
2017,"09 R9, Eastern Region",13 Chequamegon/Nicolet National Forest,196445.14,199267.81,120493.58,122197.51
2017,"09 R9, Eastern Region",14 Wayne National Forest,714.43,714.43,446.98,446.98
2017,"09 R9, Eastern Region",19 Allegheny National Forest,62561.87,66216.88,38778.7,41046.26
2017,"09 R9, Eastern Region",20 Green Mountain National Forest,11180.79,11180.79,7002.82,7002.82
2017,"09 R9, Eastern Region",21 Monongahela National Forest,18815.26,32078.83,11383.88,19402.5
2017,"09 R9, Eastern Region",22 White Mountain National Forest,13214.33,13232.2,8212.31,8223.46
2017,"09 R9, Eastern Region",Region Total,849834.02,889258.3,520085.62,544281.69
2017,"10 R10, Alaska Region",04 Chugach National Forest,520.96,520.96,203.5,203.5
2017,"10 R10, Alaska Region",05 Tongass National Forest,75028.4,75673.84,30808.08,31134.46
2017,"10 R10, Alaska Region",Region Total,75549.36,76194.8,31011.58,31337.96
2018,"01 R1, Northern Region",02 Beaverhead/Deerlodge National Forest,28977.44,53393.66,13179.53,25249.05
2018,"01 R1, Northern Region",03 Bitterroot National Forest,27171.98,27171.98,12670.11,12670.11
2018,"01 R1, Northern Region",04 Idaho Panhandle National Forest,142908.89,117608.97,74233.71,61161.65
2018,"01 R1, Northern Region",10 Flathead National Forest,32957.15,45918.59,15733.06,22274.96
2018,"01 R1, Northern Region",11 Custer Gallatin National Forest,31648.5,23328.21,14359.33,10333.46
2018,"01 R1, Northern Region",14 Kootenai National Forest,135800.2,133390.29,67361.88,66071.16
2018,"01 R1, Northern Region",15 Helena - Lewis & Clark National Forest,41689.88,60567.19,19378.28,28414.09
2018,"01 R1, Northern Region",16 Lolo National Forest,129462.0,128161.11,64657.62,64051.51
2018,"01 R1, Northern Region",17 Nez Perce-Clearwater National Forest,138276.18,163392.44,73987.57,87325.47
2018,"01 R1, Northern Region",Region Total,708892.22,752932.44,355561.09,377551.46
2018,"02 R2, Rocky Mountain Region",02 Bighorn National Forest,3708.01,11466.59,1828.15,5704.86
2018,"02 R2, Rocky Mountain Region",03 Black Hills National Forest,212422.64,213162.64,106438.4,106734.4
2018,"02 R2, Rocky Mountain Region",04 GrandMesa/Uncompahgre/Gunnison National Forest,95376.55,95376.55,46869.02,46869.02
2018,"02 R2, Rocky Mountain Region",06 Medicine Bow-Routt National Forest,119949.93,128184.29,59334.34,63511.57
2018,"02 R2, Rocky Mountain Region",07 Nebraska National Forest,118.0,450.4,52.0,218.2
2018,"02 R2, Rocky Mountain Region",09 Rio Grande National Forest,67996.22,88733.73,31007.06,40357.41
2018,"02 R2, Rocky Mountain Region",10 Arapaho/Roosevelt National Forest,7868.4,25846.45,3933.7,13129.48
2018,"02 R2, Rocky Mountain Region",12 Pike-San Isabel National Forest,19036.26,19036.26,9107.84,9107.84
2018,"02 R2, Rocky Mountain Region",13 San Juan National Forest,50191.55,50191.55,25482.53,25482.53
2018,"02 R2, Rocky Mountain Region",14 Shoshone National Forest,23995.87,18769.14,11331.92,8991.94
2018,"02 R2, Rocky Mountain Region",15 White River National Forest,38211.96,38211.96,18572.67,18572.67
2018,"02 R2, Rocky Mountain Region",Region Total,638875.39,689429.56,313957.63,338679.92
2018,"03 R3, Southwestern Region",01 Apache/Sitgreaves National Forest,129423.81,140142.35,62600.27,67605.9
2018,"03 R3, Southwestern Region",02 Carson National Forest,14498.28,14498.28,9205.07,9205.07
2018,"03 R3, Southwestern Region",03 Cibola National Forest,20192.44,20192.44,11730.97,11730.97
2018,"03 R3, Southwestern Region",04 Coconino National Forest,20810.24,166998.91,12106.2,79608.85
2018,"03 R3, Southwestern Region",05 Coronado National Forest,1019.73,1019.73,645.0,645.0
2018,"03 R3, Southwestern Region",06 Gila National Forest,4437.67,8841.79,2769.84,4828.6
2018,"03 R3, Southwestern Region",07 Kaibab National Forest,48771.4,103279.37,25562.91,51158.89
2018,"03 R3, Southwestern Region",08 Lincoln National Forest,4840.93,4840.93,2782.45,2782.45
2018,"03 R3, Southwestern Region",09 Prescott National Forest,8156.19,8156.19,4478.79,4478.79
2018,"03 R3, Southwestern Region",10 Santa Fe National Forest,32606.18,32606.18,18764.74,18764.74
2018,"03 R3, Southwestern Region",12 Tonto National Forest,16949.08,16949.08,8819.34,8819.34
2018,"03 R3, Southwestern Region",Region Total,301705.95,517525.25,159465.58,259628.6
2018,"04 R4, Intermountain Region",01 Ashley National Forest,8753.72,12328.41,4613.95,6298.7
2018,"04 R4, Intermountain Region",02 Boise National Forest,52300.31,66148.01,25211.16,25214.61
2018,"04 R4, Intermountain Region",03 Bridger-Teton National Forest,14279.74,18177.04,7834.25,9742.65
2018,"04 R4, Intermountain Region",07 Dixie National Forest,13948.08,18002.57,7221.99,8804.16
2018,"04 R4, Intermountain Region",08 Fishlake National Forest,5557.8,7665.64,3065.59,4173.15
2018,"04 R4, Intermountain Region",10 Manti-Lasal National Forest,10758.07,10758.07,5810.81,5810.81
