Year,Region,Forest,CCF_Attainment,CCF_Offer,MBF_Attainment,MBF_Offer
2011,"01 R1, Northern Region",16 Lolo National Forest,27879.41,27879.41,12988.89,12988.89
2011,"01 R1, Northern Region",17 Nez Perce National Forest,28670.03,28670.03,15672.06,15672.06
2011,"01 R1, Northern Region",Region Total,427335.24,428746.4,210557.07,211336.76
2011,"02 R2, Rocky Mountain Region",02 Bighorn National Forest,3536.15,15299.15,1743.28,8303.69
2011,"02 R2, Rocky Mountain Region",03 Black Hills National Forest,200479.44,207543.56,98726.77,102007.92
2011,"02 R2, Rocky Mountain Region",04 GrandMesa/Uncompahgre/Gunnison National Forest,27507.03,36103.9,13257.57,17552.76
2011,"02 R2, Rocky Mountain Region",06 Medicine Bow-Routt National Forest,41004.45,64296.96,20196.02,31206.53
2011,"02 R2, Rocky Mountain Region",07 Nebraska National Forest,83.2,83.2,41.6,41.6
2011,"02 R2, Rocky Mountain Region",09 Rio Grande National Forest,30954.56,28429.46,15354.5,13771.64
2011,"02 R2, Rocky Mountain Region",10 Arapaho/Roosevelt National Forest,31154.38,51041.38,14448.45,23745.62
2011,"02 R2, Rocky Mountain Region",12 Pike-San Isabel National Forest,18688.49,14841.49,8739.41,6910.32
2011,"02 R2, Rocky Mountain Region",13 San Juan National Forest,22401.95,27849.8,10838.31,13647.98
2011,"02 R2, Rocky Mountain Region",14 Shoshone National Forest,29641.62,17057.96,14800.83,8575.87
2011,"02 R2, Rocky Mountain Region",15 White River National Forest,16458.53,16458.53,6509.03,6509.03
2011,"02 R2, Rocky Mountain Region",Region Total,421909.8,479005.39,204655.77,232272.96
2011,"03 R3, Southwestern Region",01 Apache/Sitgreaves National Forest,100882.51,101101.95,52946.57,53067.27
2011,"03 R3, Southwestern Region",02 Carson National Forest,21604.03,21604.03,13676.23,13676.23
2011,"03 R3, Southwestern Region",03 Cibola National Forest,20758.8,20758.8,11510.88,11510.88
2011,"03 R3, Southwestern Region",04 Coconino National Forest,18723.86,26378.55,11441.15,15116.17
2011,"03 R3, Southwestern Region",05 Coronado National Forest,811.51,811.51,513.71,513.71
2011,"03 R3, Southwestern Region",06 Gila National Forest,8190.46,4786.12,4601.53,3030.55
2011,"03 R3, Southwestern Region",07 Kaibab National Forest,14273.47,22003.71,8158.19,11860.43
2011,"03 R3, Southwestern Region",08 Lincoln National Forest,11093.12,11332.49,5710.38,5861.88
2011,"03 R3, Southwestern Region",09 Prescott National Forest,9674.19,9674.19,5652.98,5652.98
2011,"03 R3, Southwestern Region",10 Santa Fe National Forest,22148.64,22148.64,13813.17,13813.17
2011,"03 R3, Southwestern Region",12 Tonto National Forest,6452.18,5200.18,3911.64,3246.79
2011,"03 R3, Southwestern Region",Region Total,234612.77,245800.17,131936.42,137350.05
2011,"04 R4, Intermountain Region",01 Ashley National Forest,13176.68,12764.19,6564.2,6526.92
2011,"04 R4, Intermountain Region",02 Boise National Forest,11058.3,15670.52,6420.77,8745.41
2011,"04 R4, Intermountain Region",03 Bridger-Teton National Forest,13963.17,15746.17,7917.97,8914.6
2011,"04 R4, Intermountain Region",07 Dixie National Forest,35295.77,40740.25,18631.64,20921.43
2011,"04 R4, Intermountain Region",08 Fishlake National Forest,7639.35,10111.96,4068.62,5418.55
2011,"04 R4, Intermountain Region",10 Manti-Lasal National Forest,11001.97,11001.97,6196.24,6196.24
2011,"04 R4, Intermountain Region",12 Payette National Forest,48608.01,30318.25,26544.97,15680.96
2011,"04 R4, Intermountain Region",13 Salmon-Challis National Forest,22072.93,24993.51,12080.13,12971.27
2011,"04 R4, Intermountain Region",14 Sawtooth National Forest,8825.28,10776.28,5050.21,6168.18
2011,"04 R4, Intermountain Region",15 Caribou/Targhee National Forest,17080.95,17080.95,9729.14,9729.14
2011,"04 R4, Intermountain Region",17 Humboldt & Toiy National Forest,8413.35,8413.35,4732.03,4732.03
2011,"04 R4, Intermountain Region",19 Uinta-Wasatch-Cache National Forest,19247.0,16084.52,10771.83,9250.53
2011,"04 R4, Intermountain Region",Region Total,216382.75,213701.91,118707.75,115255.26
2011,"05 R5, Pacific S-West Region",01 Angeles National Forest,712.0,712.0,356.0,356.0
2011,"05 R5, Pacific S-West Region",02 Cleveland National Forest,200.0,200.0,100.0,100.0
2011,"05 R5, Pacific S-West Region",03 Eldorado National Forest,41614.48,44611.17,21735.8,23288.13
2011,"05 R5, Pacific S-West Region",04 Inyo National Forest,8120.62,7372.92,4060.33,3686.48
2011,"05 R5, Pacific S-West Region",05 Klamath National Forest,71669.46,75026.74,35438.25,37562.55
2011,"05 R5, Pacific S-West Region",06 Lassen National Forest,121048.14,71755.2,56289.02,28547.39
2011,"05 R5, Pacific S-West Region",07 Los Padres National Forest,775.0,775.0,387.5,387.5
2011,"05 R5, Pacific S-West Region",08 Mendocino Nf National Forest,2284.62,3590.02,1150.81,1902.71
2011,"05 R5, Pacific S-West Region",09 Modoc National Forest,29204.22,50678.85,14258.69,21646.77
2011,"05 R5, Pacific S-West Region",10 Six Rivers National Forest,6742.78,6742.78,3367.58,3367.58
2011,"05 R5, Pacific S-West Region",11 Plumas National Forest,90361.39,106853.23,35043.0,44339.06
2011,"05 R5, Pacific S-West Region",12 San Bernardino National Forest,6962.77,6962.77,4639.78,4639.78
2011,"05 R5, Pacific S-West Region",13 Sequoia National Forest,5906.0,5906.0,3154.0,3154.0
2011,"05 R5, Pacific S-West Region",14 Shasta-Trinity National Forest,134803.49,94434.93,76101.6,48688.23
2011,"05 R5, Pacific S-West Region",15 Sierra National Forest,38891.48,37621.96,22100.39,21241.1
2011,"05 R5, Pacific S-West Region",16 Stanislaus National Forest,46025.85,49813.31,20144.37,21777.47
2011,"05 R5, Pacific S-West Region",17 Tahoe National Forest,22788.84,53291.04,11403.09,26726.8
2011,"05 R5, Pacific S-West Region",19 Lake Tahoe Basin National Forest,3298.8,3380.8,1649.41,1690.41
2011,"05 R5, Pacific S-West Region",Region Total,631409.95,619728.73,311379.6,293101.94
2011,"06 R6, Pacific N-West Region",01 Deschutes National Forest,103642.94,103651.44,51874.35,51878.77
2011,"06 R6, Pacific N-West Region",02 Fremont-Winema National Forest,83467.07,113353.92,41787.08,56807.6
2011,"06 R6, Pacific N-West Region",03 Gifford Pinchot National Forest,47784.74,47822.14,25137.65,25157.08
2011,"06 R6, Pacific N-West Region",04 Malheur National Forest,56860.31,56848.31,29267.3,29261.06
2011,"06 R6, Pacific N-West Region",05 Mt. Baker/Snoqualmie National Forest,13288.52,3716.25,6915.15,1936.42
2011,"06 R6, Pacific N-West Region",06 Mt. Hood National Forest,62904.98,47388.98,32823.97,24642.43
2011,"06 R6, Pacific N-West Region",07 Ochoco National Forest,30088.52,30103.8,15122.84,15133.71
2011,"06 R6, Pacific N-West Region",09 Olympic National Forest,37761.38,34931.75,20446.4,18943.71
2011,"06 R6, Pacific N-West Region",10 Rogue River-Siskiyou National Forest,75239.05,73284.28,39669.46,39226.07
2011,"06 R6, Pacific N-West Region",12 Siuslaw National Forest,70932.27,85355.41,37090.57,44774.58
2011,"06 R6, Pacific N-West Region",14 Umatilla National Forest,55398.58,55398.58,28605.48,28605.48
2011,"06 R6, Pacific N-West Region",15 Umpqua National Forest,83630.4,77151.59,46476.56,43178.45
2011,"06 R6, Pacific N-West Region",16 Wallowa-Whitman National Forest,32562.15,32562.15,16906.02,16906.02
2011,"06 R6, Pacific N-West Region",17 Okanogan-Wenatchee National Forest,100002.67,94067.98,52605.84,48972.07
2011,"06 R6, Pacific N-West Region",18 Willamette National Forest,114712.18,128392.39,61489.82,68420.96
2011,"06 R6, Pacific N-West Region",21 Colville National Forest,78874.56,78952.56,41349.56,41390.12
2011,"06 R6, Pacific N-West Region",22 Columbia River Gorge National Scenic Area National Forest,62.0,62.0,33.0,33.0
2011,"06 R6, Pacific N-West Region",Region Total,1047212.29,1063043.5,547601.04,555267.52
2011,"08 R8, Southern Region",01 NFS In Alabama National Forest,80952.84,99495.39,40476.4,49748.19
2011,"08 R8, Southern Region",02 Daniel Boone National Forest,11250.86,11250.86,5644.53,5644.53
2011,"08 R8, Southern Region",03 Chattahoochee/Oconee National Forest,49630.21,50237.68,24815.56,25119.28
2011,"08 R8, Southern Region",04 Cherokee National Forest,12826.4,16444.66,7117.58,9000.1
2011,"08 R8, Southern Region",05 NFS In Florida National Forest,63863.46,58908.46,31931.66,29454.16
2011,"08 R8, Southern Region",06 Kisatchie National Forest,123046.28,123046.28,61955.39,61955.39
2011,"08 R8, Southern Region",07 NF Mississippi National Forest,127148.08,116684.16,63571.34,58339.67
2011,"08 R8, Southern Region",08 George Washington & Jefferson National Forest,31101.28,30500.28,15501.7,15201.2
2011,"08 R8, Southern Region",09 Ouachita National Forest,200052.55,198790.01,100028.19,99397.2
2011,"08 R8, Southern Region",10 Ozark St. Francis National Forest,116188.55,121259.55,58034.78,60570.28
2011,"08 R8, Southern Region",11 NF N. Carolina National Forest,52721.54,52488.47,27079.94,27003.83
2011,"08 R8, Southern Region",12 Francis Marion National Forest,142883.84,141868.84,71274.3,70766.8
2011,"08 R8, Southern Region",13 NFS In Texas National Forest,63450.54,79015.54,31725.47,39507.97
2011,"08 R8, Southern Region",60 Land Between The Lakes National Forest,6512.68,6512.68,3256.37,3256.37
2011,"08 R8, Southern Region",Region Total,1081629.11,1106502.86,542413.18,554964.94
2011,"09 R9, Eastern Region",03 Chippewa National Forest,71074.85,65684.49,43706.37,40361.77
2011,"09 R9, Eastern Region",04 Huron Manistee National Forest,87396.36,82421.36,53789.4,50648.32
2011,"09 R9, Eastern Region",05 Mark Twain National Forest,75896.11,74008.58,46025.72,44902.69
2011,"09 R9, Eastern Region",07 Ottawa National Forest,69045.36,76592.59,42637.27,47385.11
2011,"09 R9, Eastern Region",08 Shawnee National Forest,392.0,392.0,248.14,248.14
2011,"09 R9, Eastern Region",09 Superior National Forest,89896.01,102516.03,55925.58,63688.9
2011,"09 R9, Eastern Region",10 Hiawatha National Forest,73654.24,73654.24,44921.15,44921.15
2011,"09 R9, Eastern Region",12 Hoosier National Forest,4589.75,7016.93,2783.66,4265.79
2011,"09 R9, Eastern Region",13 Chequamegon/Nicolet National Forest,98486.79,102319.65,60365.92,62770.01
2011,"09 R9, Eastern Region",14 Wayne National Forest,6952.26,6952.26,4260.76,4260.76
2011,"09 R9, Eastern Region",19 Allegheny National Forest,66453.35,74857.22,41117.74,46308.13
2011,"09 R9, Eastern Region",20 Green Mountain National Forest,8088.24,8088.24,5007.16,5007.16
2011,"09 R9, Eastern Region",21 Monongahela National Forest,15000.23,15000.23,9080.57,9080.57
2011,"09 R9, Eastern Region",22 White Mountain National Forest,18573.62,18573.62,11482.6,11482.6
2011,"09 R9, Eastern Region",Region Total,685499.17,708077.44,421352.02,435331.08
2011,"10 R10, Alaska Region",05 Tongass National Forest,99019.02,98987.96,44189.72,44175.67
2011,"10 R10, Alaska Region",Region Total,99019.02,98987.96,44189.72,44175.67
2012,"01 R1, Northern Region",02 Beaverhead/Deerlodge National Forest,40498.38,40519.38,19004.78,19014.78
2012,"01 R1, Northern Region",03 Bitterroot N.F. National Forest,27137.89,27180.13,12499.57,12516.07
2012,"01 R1, Northern Region",04 Idaho Panhandle National Forest,90810.21,92379.34,45190.28,46007.57
2012,"01 R1, Northern Region",05 Clearwater National Forest,40695.38,40695.38,21191.93,21191.93
2012,"01 R1, Northern Region",08 Custer National Forest,3464.46,3464.46,1316.25,1316.25
2012,"01 R1, Northern Region",10 Flathead National Forest,43183.7,44087.74,20113.51,20587.1
2012,"01 R1, Northern Region",11 Gallatin National Forest,12523.53,12523.53,5173.85,5173.85
2012,"01 R1, Northern Region",12 Helena National Forest,11127.6,39495.59,4884.5,18315.11
2012,"01 R1, Northern Region",14 Kootenai National Forest,76876.67,76856.67,38934.6,38924.6
2012,"01 R1, Northern Region",15 Lewis And Clark National Forest,5641.82,11107.08,2268.69,5106.91
2012,"01 R1, Northern Region",16 Lolo National Forest,37479.49,43290.57,17831.75,20688.37
2012,"01 R1, Northern Region",17 Nez Perce National Forest,33706.22,33706.22,17653.96,17653.96
2012,"01 R1, Northern Region",Region Total,423145.35,465306.09,206063.67,226496.5
2012,"02 R2, Rocky Mountain Region",02 Bighorn National Forest,3238.06,16269.85,1581.23,8097.13
2012,"02 R2, Rocky Mountain Region",03 Black Hills National Forest,240250.63,259910.07,119524.1,129108.86
2012,"02 R2, Rocky Mountain Region",04 GrandMesa/Uncompahgre/Gunnison National Forest,49126.49,40232.62,24620.28,20178.59
2012,"02 R2, Rocky Mountain Region",06 Medicine Bow-Routt National Forest,36860.42,23490.91,18105.87,11173.41
2012,"02 R2, Rocky Mountain Region",07 Nebraska National Forest,964.8,964.8,390.4,390.4
2012,"02 R2, Rocky Mountain Region",09 Rio Grande National Forest,29537.43,23528.98,14339.66,11536.55
2012,"02 R2, Rocky Mountain Region",10 Arapaho/Roosevelt National Forest,40457.42,20570.42,19335.38,10038.21
2012,"02 R2, Rocky Mountain Region",12 Pike-San Isabel National Forest,15115.7,15058.7,7014.98,6989.8
2012,"02 R2, Rocky Mountain Region",13 San Juan National Forest,28328.1,16378.25,13842.44,7818.88
2012,"02 R2, Rocky Mountain Region",14 Shoshone National Forest,13014.34,13056.92,6315.43,6332.75
2012,"02 R2, Rocky Mountain Region",15 White River National Forest,40318.34,34948.26,16215.42,13548.15
2012,"02 R2, Rocky Mountain Region",Region Total,497211.73,464409.78,241285.2,225212.74
2012,"03 R3, Southwestern Region",01 Apache/Sitgreaves National Forest,107385.59,71044.53,54670.25,36675.39
2012,"03 R3, Southwestern Region",02 Carson National Forest,22035.8,22035.8,13867.06,13867.06
2012,"03 R3, Southwestern Region",03 Cibola National Forest,21442.08,21442.08,12241.26,12241.26
2012,"03 R3, Southwestern Region",04 Coconino National Forest,14950.7,48869.46,8236.58,23917.37
2012,"03 R3, Southwestern Region",05 Coronado National Forest,1080.71,1080.71,684.03,684.03
2012,"03 R3, Southwestern Region",06 Gila National Forest,12618.9,12618.9,6818.53,6818.53
2012,"03 R3, Southwestern Region",07 Kaibab National Forest,7999.75,9729.24,4955.8,5773.74
2012,"03 R3, Southwestern Region",08 Lincoln National Forest,6426.39,8215.89,3749.7,4616.62
2012,"03 R3, Southwestern Region",09 Prescott National Forest,5779.45,11111.45,3658.11,6400.96
2012,"03 R3, Southwestern Region",10 Santa Fe National Forest,21129.61,21129.61,13194.07,13194.07
2012,"03 R3, Southwestern Region",12 Tonto National Forest,3631.65,3601.65,2289.72,2270.67
2012,"03 R3, Southwestern Region",Region Total,224480.63,230879.32,124365.1,126459.69
2012,"04 R4, Intermountain Region",01 Ashley National Forest,11045.91,13749.31,4397.46,5547.31
2012,"04 R4, Intermountain Region",02 Boise National Forest,22610.08,17997.86,12393.56,10068.92
2012,"04 R4, Intermountain Region",03 Bridger-Teton National Forest,18752.22,21040.22,10638.68,11853.78
2012,"04 R4, Intermountain Region",07 Dixie National Forest,18134.53,24091.53,10129.13,13082.9
2012,"04 R4, Intermountain Region",08 Fishlake National Forest,7884.4,10135.4,3980.38,5255.44
2012,"04 R4, Intermountain Region",10 Manti-Lasal National Forest,7619.33,11444.7,4154.67,6089.44
2012,"04 R4, Intermountain Region",12 Payette National Forest,36131.57,36131.57,18870.91,18870.91
2012,"04 R4, Intermountain Region",13 Salmon-Challis National Forest,13385.32,13385.32,7692.96,7692.96
2012,"04 R4, Intermountain Region",14 Sawtooth National Forest,10602.55,8328.55,6095.53,4799.35
2012,"04 R4, Intermountain Region",15 Caribou/Targhee National Forest,30424.12,30424.12,16194.98,16194.98
2012,"04 R4, Intermountain Region",17 Humboldt & Toiy National Forest,5524.1,7220.1,3245.68,4055.07
2012,"04 R4, Intermountain Region",19 Uinta-Wasatch-Cache National Forest,24179.9,24179.9,12860.82,12860.82
2012,"04 R4, Intermountain Region",Region Total,206294.03,218128.58,110654.76,116371.88
2012,"05 R5, Pacific S-West Region",01 Angeles National Forest,478.5,478.5,239.25,239.25
2012,"05 R5, Pacific S-West Region",02 Cleveland National Forest,241.0,241.0,120.5,120.5
2012,"05 R5, Pacific S-West Region",03 Eldorado National Forest,48524.52,68956.98,24836.59,35940.0
2012,"05 R5, Pacific S-West Region",04 Inyo National Forest,12244.78,12244.78,6122.43,6122.43
2012,"05 R5, Pacific S-West Region",05 Klamath National Forest,63495.45,63495.45,31175.4,31175.4
2012,"05 R5, Pacific S-West Region",06 Lassen National Forest,97026.63,123072.37,39727.02,50288.53
2012,"05 R5, Pacific S-West Region",07 Los Padres National Forest,647.0,647.0,323.5,323.5
2012,"05 R5, Pacific S-West Region",08 Mendocino Nf National Forest,9870.67,9870.67,5441.1,5441.1
2012,"05 R5, Pacific S-West Region",09 Modoc National Forest,30491.68,44062.32,12240.43,12767.89
2012,"05 R5, Pacific S-West Region",10 Six Rivers National Forest,4316.25,47324.93,2174.44,23518.22
2012,"05 R5, Pacific S-West Region",11 Plumas National Forest,95200.09,101921.52,36782.46,40137.87
2012,"05 R5, Pacific S-West Region",12 San Bernardino National Forest,7090.2,7090.2,3619.14,3619.14
2012,"05 R5, Pacific S-West Region",13 Sequoia National Forest,8341.0,8341.0,4630.43,4630.43
2012,"05 R5, Pacific S-West Region",14 Shasta-Trinity National Forest,103397.77,105947.02,48153.88,49300.77
2012,"05 R5, Pacific S-West Region",15 Sierra National Forest,41817.74,41817.74,23427.54,23427.54
2012,"05 R5, Pacific S-West Region",16 Stanislaus National Forest,63345.73,64106.77,33543.9,33937.5
2012,"05 R5, Pacific S-West Region",17 Tahoe National Forest,43216.07,85466.28,22948.07,43945.54
2012,"05 R5, Pacific S-West Region",19 Lake Tahoe Basin National Forest,8534.35,8534.35,4283.33,4283.33
2012,"05 R5, Pacific S-West Region",Region Total,638279.43,793618.88,299789.4,369218.93
2012,"06 R6, Pacific N-West Region",01 Deschutes National Forest,121799.35,119841.35,60513.24,59627.11
2012,"06 R6, Pacific N-West Region",02 Fremont-Winema National Forest,135562.27,111030.42,68178.11,55942.19
2012,"06 R6, Pacific N-West Region",03 Gifford Pinchot National Forest,64063.9,64075.8,33176.54,33182.73
2012,"06 R6, Pacific N-West Region",04 Malheur National Forest,61690.68,63576.68,33854.96,34835.68
2012,"06 R6, Pacific N-West Region",05 Mt. Baker/Snoqualmie National Forest,6134.58,25509.31,3233.3,13973.98
2012,"06 R6, Pacific N-West Region",06 Mt. Hood National Forest,74406.84,74406.84,38543.64,38543.65
2012,"06 R6, Pacific N-West Region",07 Ochoco National Forest,29486.1,29486.1,14686.29,14686.29
2012,"06 R6, Pacific N-West Region",09 Olympic National Forest,46374.06,46374.06,24951.13,24951.13
2012,"06 R6, Pacific N-West Region",10 Rogue River-Siskiyou National Forest,64739.85,64739.85,35876.34,35876.34
2012,"06 R6, Pacific N-West Region",12 Siuslaw National Forest,79140.84,79140.84,43245.57,43245.57
2012,"06 R6, Pacific N-West Region",14 Umatilla National Forest,60362.63,59638.3,31422.37,31045.62
2012,"06 R6, Pacific N-West Region",15 Umpqua National Forest,82326.39,96265.7,46858.09,54342.7
2012,"06 R6, Pacific N-West Region",16 Wallowa-Whitman National Forest,34736.16,34798.35,17928.09,17962.07
2012,"06 R6, Pacific N-West Region",17 Okanogan-Wenatchee National Forest,81451.82,79059.18,42234.47,40897.14
2012,"06 R6, Pacific N-West Region",18 Willamette National Forest,134618.62,156161.86,74141.55,85335.03
2012,"06 R6, Pacific N-West Region",21 Colville National Forest,70244.63,70220.63,36646.91,36634.43
2012,"06 R6, Pacific N-West Region",22 Columbia River Gorge National Scenic Area National Forest,265.2,265.2,137.9,137.9
2012,"06 R6, Pacific N-West Region",Region Total,1147403.92,1174590.47,605628.5,621219.56
2012,"08 R8, Southern Region",01 NFS In Alabama National Forest,88946.57,87415.57,44473.42,43707.92
2012,"08 R8, Southern Region",02 Daniel Boone National Forest,9187.05,11804.05,4610.05,5918.55
2012,"08 R8, Southern Region",03 Chattahoochee/Oconee National Forest,42379.02,42379.02,21190.44,21190.44
2012,"08 R8, Southern Region",04 Cherokee National Forest,16332.83,17117.37,8576.11,8968.4
2012,"08 R8, Southern Region",05 NFS In Florida National Forest,82905.49,82905.49,41536.24,41536.24
2012,"08 R8, Southern Region",06 Kisatchie National Forest,132139.19,132139.19,66075.32,66075.32
2012,"08 R8, Southern Region",07 NF Mississippi National Forest,144815.75,145598.48,72410.5,72801.58
2012,"08 R8, Southern Region",08 George Washington & Jefferson National Forest,35447.58,42133.58,17723.8,21066.8
2012,"08 R8, Southern Region",09 Ouachita National Forest,178425.76,161286.68,89212.88,80643.31
2012,"08 R8, Southern Region",10 Ozark St. Francis National Forest,116075.56,111004.56,58037.78,55502.28
2012,"08 R8, Southern Region",11 NF N. Carolina National Forest,42420.68,46676.12,21950.09,24176.55
2012,"08 R8, Southern Region",12 Francis Marion National Forest,145951.12,145951.12,73021.46,73021.46
2012,"08 R8, Southern Region",13 NFS In Texas National Forest,68891.41,85240.41,34610.7,42785.2
2012,"08 R8, Southern Region",60 Land Between The Lakes National Forest,7614.92,7614.92,3807.48,3807.48
2012,"08 R8, Southern Region",Region Total,1111532.93,1119266.56,557236.24,561201.5
2012,"09 R9, Eastern Region",03 Chippewa National Forest,76246.38,80379.74,46694.64,49231.46
2012,"09 R9, Eastern Region",04 Huron Manistee National Forest,78591.25,80192.39,48346.44,49353.53
2012,"09 R9, Eastern Region",05 Mark Twain National Forest,61886.56,78371.81,37764.85,47919.78
2012,"09 R9, Eastern Region",07 Ottawa National Forest,92114.4,87889.3,57058.6,54436.67
2012,"09 R9, Eastern Region",08 Shawnee National Forest,3247.0,3315.2,1972.99,2014.09
2012,"09 R9, Eastern Region",09 Superior National Forest,95251.4,98457.55,58739.7,60717.39
2012,"09 R9, Eastern Region",10 Hiawatha National Forest,80383.41,84910.58,48396.6,51096.26
2012,"09 R9, Eastern Region",12 Hoosier National Forest,7235.05,5376.06,4447.43,3319.04
2012,"09 R9, Eastern Region",13 Chequamegon/Nicolet National Forest,118760.26,124325.4,73175.92,76595.05
2012,"09 R9, Eastern Region",14 Wayne National Forest,4184.62,7293.29,2583.14,4484.78
2012,"09 R9, Eastern Region",19 Allegheny National Forest,61135.96,62351.01,37913.18,38664.29
2012,"09 R9, Eastern Region",20 Green Mountain National Forest,7931.17,7931.17,4893.3,4893.3
2012,"09 R9, Eastern Region",21 Monongahela National Forest,16656.9,12367.2,10067.27,7493.44
2012,"09 R9, Eastern Region",22 White Mountain National Forest,23502.23,23502.23,14531.13,14531.13
2012,"09 R9, Eastern Region",Region Total,727126.59,756662.93,446585.18,464750.2
2012,"10 R10, Alaska Region",04 Chugach National Forest,142.4,142.4,56.26,56.26
2012,"10 R10, Alaska Region",05 Tongass National Forest,108675.01,109749.8,52482.61,53049.75
2012,"10 R10, Alaska Region",Region Total,108817.41,109892.2,52538.87,53106.01
2013,"01 R1, Northern Region",02 Beaverhead/Deerlodge National Forest,19357.26,19336.26,8147.89,8137.89
2013,"01 R1, Northern Region",03 Bitterroot N.F. National Forest,17933.52,17992.77,8122.95,8154.55
2013,"01 R1, Northern Region",04 Idaho Panhandle National Forest,81226.0,80080.11,40180.12,39560.52
2013,"01 R1, Northern Region",05 Clearwater National Forest,60286.41,60286.41,32318.9,32318.9
2013,"01 R1, Northern Region",08 Custer National Forest,4045.02,4045.02,1573.19,1573.19
2013,"01 R1, Northern Region",10 Flathead National Forest,31609.31,50832.34,14796.7,24805.64
2013,"01 R1, Northern Region",11 Gallatin National Forest,10903.34,10903.34,4472.78,4472.78
2013,"01 R1, Northern Region",12 Helena National Forest,8204.72,36665.26,3429.03,17282.61
2013,"01 R1, Northern Region",14 Kootenai National Forest,70237.71,110673.38,35588.94,56296.99
2013,"01 R1, Northern Region",15 Lewis And Clark National Forest,5425.5,5425.5,2148.3,2148.3
2013,"01 R1, Northern Region",16 Lolo National Forest,15048.76,15048.76,6399.51,6399.51
2013,"01 R1, Northern Region",17 Nez Perce-Clearwater National Forest National Forest,22374.86,22374.86,12083.57,12083.57
2013,"01 R1, Northern Region",Region Total,346652.42,433664.02,169261.88,213234.45
2013,"02 R2, Rocky Mountain Region",02 Bighorn National Forest,30114.51,30114.51,14719.69,14719.69
2013,"02 R2, Rocky Mountain Region",03 Black Hills National Forest,203082.69,200444.28,128356.57,127119.81
2013,"02 R2, Rocky Mountain Region",04 GrandMesa/Uncompahgre/Gunnison National Forest,47335.74,43171.66,23219.33,21031.7
2013,"02 R2, Rocky Mountain Region",06 Medicine Bow-Routt National Forest,70473.88,74052.7,34264.38,36227.89
2013,"02 R2, Rocky Mountain Region",07 Nebraska National Forest,148.8,148.8,62.4,62.4
2013,"02 R2, Rocky Mountain Region",09 Rio Grande National Forest,26300.14,23921.78,13030.4,11839.6
2013,"02 R2, Rocky Mountain Region",10 Arapaho/Roosevelt National Forest,24418.48,42603.98,12132.94,20813.9
2013,"02 R2, Rocky Mountain Region",12 Pike-San Isabel National Forest,16731.69,17406.69,7984.05,8283.04
2013,"02 R2, Rocky Mountain Region",13 San Juan National Forest,26528.2,30829.31,13118.32,15268.34
2013,"02 R2, Rocky Mountain Region",14 Shoshone National Forest,16341.72,16379.21,7666.51,7681.51
2013,"02 R2, Rocky Mountain Region",15 White River National Forest,61588.6,61588.6,30590.3,30590.3
2013,"02 R2, Rocky Mountain Region",Region Total,523064.45,540661.52,285144.89,293638.18
2013,"03 R3, Southwestern Region",01 Apache/Sitgreaves National Forest,125399.44,122271.29,64216.48,62496.01
2013,"03 R3, Southwestern Region",02 Carson National Forest,20475.78,20475.78,12963.32,12963.32
2013,"03 R3, Southwestern Region",03 Cibola National Forest,23650.31,33161.03,13318.49,17943.75
2013,"03 R3, Southwestern Region",04 Coconino National Forest,114799.19,114321.22,55779.91,56237.01
2013,"03 R3, Southwestern Region",05 Coronado National Forest,1006.66,1006.66,637.16,637.16
2013,"03 R3, Southwestern Region",06 Gila National Forest,7509.77,7509.77,4589.49,4589.49
2013,"03 R3, Southwestern Region",07 Kaibab National Forest,51391.47,50560.47,26031.82,25574.62
2013,"03 R3, Southwestern Region",08 Lincoln National Forest,5104.96,5065.46,2831.77,2806.77
2013,"03 R3, Southwestern Region",09 Prescott National Forest,10861.52,5529.52,6242.86,3500.01
2013,"03 R3, Southwestern Region",10 Santa Fe National Forest,19535.5,19535.5,12030.04,12030.04
2013,"03 R3, Southwestern Region",12 Tonto National Forest,14228.88,9388.88,7717.98,5084.96
2013,"03 R3, Southwestern Region",Region Total,393963.48,388825.58,206359.32,203863.14
2013,"04 R4, Intermountain Region",01 Ashley National Forest,7392.71,13970.7,3899.14,6120.6
2013,"04 R4, Intermountain Region",02 Boise National Forest,58553.75,58676.05,33099.36,33171.28
2013,"04 R4, Intermountain Region",03 Bridger-Teton National Forest,16885.19,16885.19,9640.94,9640.94
2013,"04 R4, Intermountain Region",07 Dixie National Forest,31145.02,31145.02,16496.48,16496.48
2013,"04 R4, Intermountain Region",08 Fishlake National Forest,12331.82,12331.82,6643.81,6643.81
2013,"04 R4, Intermountain Region",10 Manti-Lasal National Forest,5516.96,5516.96,3231.33,3231.33
2013,"04 R4, Intermountain Region",12 Payette National Forest,27798.87,27798.87,14716.37,14716.37
2013,"04 R4, Intermountain Region",13 Salmon-Challis National Forest,18787.51,22151.21,10551.83,12469.14
2013,"04 R4, Intermountain Region",14 Sawtooth National Forest,8896.84,10176.84,5150.59,5880.19
2013,"04 R4, Intermountain Region",15 Caribou/Targhee National Forest,12396.44,12396.44,7233.88,7233.88
2013,"04 R4, Intermountain Region",17 Humboldt & Toiy National Forest,5012.75,9891.75,2939.66,5272.78
2013,"04 R4, Intermountain Region",19 Uinta-Wasatch-Cache National Forest,19273.3,19273.3,9766.81,9766.81
2013,"04 R4, Intermountain Region",Region Total,223991.16,240214.15,123370.19,130643.6
